Date,ret,Vol,price
1998-10-14,-0.0174169859940019,2224,6830
1998-10-15,-0.00808530681693398,1188,6775
1998-10-17,0.0255022928109359,1592,6950
1998-10-19,-0.00432588994712191,641,6920
1998-10-20,0.0529381888922789,777,6885
1998-10-21,-0.0106593693801766,926,6812
1998-10-22,0.0315009430221327,2243,7030
1998-10-23,-0.00785437811514456,2586,6975
1998-10-26,0.0035778213478838703,1463,7000
1998-10-27,0.0028530689824073398,2071,7020
1998-10-28,-0.00213903824874961,2947,7005
1998-10-29,-0.0133651482872157,1515,6912
1998-10-30,0.0899247075279863,2302,7000
1998-10-31,0.00825157619776462,2753,7058
1998-11-02,-0.0043390088370625106,2530,7129
1998-11-03,-0.0544352065550164,2876,7150
1998-11-04,-0.0590633412494821,3434,7051
1998-11-05,-0.0115542259644723,2888,6970
1998-11-06,0.00686305238859042,3000,7018
1998-11-07,-0.0126184639592104,2117,6930
1998-11-09,0.0101931827932482,1374,7001
1998-11-10,-0.0113825881358149,2496,6901
1998-11-11,-0.0175417449367608,2317,6781
1998-11-13,0.0101240685724289,2411,6850
1998-11-16,0.00929968922529945,1784,6914
1998-11-17,0.022312138409048998,1252,7070
1998-11-18,0.0175258604308492,940,7195
1998-11-19,-0.00487635936677755,3567,7160
1998-11-20,0.0318889606052934,2989,7360
1998-11-21,0.008792751947979129,3385,7425
1998-11-23,-0.0134230203321408,1636,7326
1998-11-24,0.0134230203321408,3250,7425
1998-11-25,-0.0238512158221802,4222,7250
1998-11-26,0.01844944711676,3485,7385
1998-11-27,0.0220966472775892,2598,7550
1998-11-30,0.0451204352804702,2194,7480
1998-12-01,0.0500069367457243,2815,7360
1998-12-02,0.0906050500919076,2268,7400
1998-12-03,0.120332106626254,1844,7365
1998-12-04,0.0931404043230515,2017,7320
1998-12-07,0.028815781296628998,2958,7534
1998-12-08,-0.00452308872758422,2678,7500
1998-12-09,-0.0232003931704359,2646,7328
1998-12-10,-0.0219789067187754,2171,7200
1998-12-11,-0.0125787822068588,2886,7110
1998-12-14,-0.0206046365833821,1576,6965
1998-12-15,-0.009231278593302859,2067,6901
1998-12-16,0.0106659990689639,1701,6975
1998-12-17,-0.0311615195988892,5263,6761
1998-12-18,-0.00162830322410201,5258,6750
1998-12-19,0.0013324452337784,4491,6759
1998-12-21,-0.105360515657827,3869,6660
1998-12-22,0.0132748612089717,4617,6749
1998-12-23,0.02502142386831,3868,6920
1998-12-24,0.0,3801,6920
1998-12-28,-0.0191121143100688,4403,6789
1998-12-29,-0.0388967120311712,3876,6530
1998-12-30,-0.10227258249427401,4600,6649
1998-12-31,0.00300345622984999,3173,6669
1999-01-05,0.0559698422714536,5058,6430
1999-01-06,-0.0673834141925038,5903,6011
1999-01-07,0.0603603654274778,5515,6385
1999-01-08,0.00888756142450475,4385,6442
1999-01-11,-0.0674479924526743,2558,6478
1999-01-12,-0.00665997970104826,3195,6435
1999-01-13,-0.0161356990293235,2693,6332
1999-01-14,-0.00221343963887222,2775,6318
1999-01-15,-0.0156327956288056,3923,6220
1999-01-16,0.0591482156501968,2442,6599
1999-01-18,-0.010511179112946,885,6530
1999-01-19,-0.0168330744764269,932,6421
1999-01-20,-0.00562237932740928,1015,6385
1999-01-21,0.0054666282173663205,4800,6420
1999-01-22,-0.00954698541659837,3985,6359
1999-01-25,-0.0221012255341826,3424,6220
1999-01-26,-0.0212860421246504,5115,6089
1999-01-27,0.0259375863205076,3969,6249
1999-01-28,-0.0239687587772295,3359,6101
1999-01-29,0.000163894124762365,3691,6102
1999-01-30,-0.0036118903164030795,5084,6080
1999-02-01,-0.255181416211411,3284,6051
1999-02-02,0.0451717186467206,3803,6000
1999-02-03,-0.0913839870890438,5641,5800
1999-02-04,0.00892556560550517,5240,5852
1999-02-05,-0.0689684601063654,5807,5462
1999-02-06,0.0320690424584544,5022,5640
1999-02-08,0.0193157892992915,3572,5750
1999-02-09,0.008658062743114309,1545,5800
1999-02-10,-0.0536357970588508,1373,5735
1999-02-20,-0.00333890126551317,1197,5980
1999-02-22,0.0441608957857689,5356,6250
1999-02-23,0.0452027848308294,5973,6539
1999-02-24,-0.0316944348060364,5943,6335
1999-02-25,0.00942662125770255,5210,6395
1999-02-26,-0.0062745303893887395,4658,6355
1999-03-01,0.10000135338020598,3787,6410
1999-03-02,-0.0772481087425216,4189,6450
1999-03-03,-0.118681959652088,5452,6301
1999-03-04,-0.0745176335245095,5499,6450
1999-03-05,-0.00778214044205505,4459,6400
1999-03-06,0.0198026272961798,4710,6528
1999-03-08,-0.0120204868541247,2462,6450
1999-03-09,0.00232288141613957,4157,6465
1999-03-10,0.0108612394316054,2695,6480
1999-03-11,0.0105918558717324,2635,6549
1999-03-12,-0.0144573419373106,1699,6455
1999-03-15,0.00170265500463529,2078,6466
1999-03-16,0.0256502612216192,1487,6634
1999-03-17,0.00691004702369469,1484,6680
1999-03-18,0.0141213792172099,4144,6775
1999-03-19,0.0280888727844371,4410,6968
1999-03-20,0.0880960598262792,3769,7044
1999-03-22,0.00156039467081825,2710,7055
1999-03-23,0.0105746491214269,4342,7130
1999-03-24,-0.0297509665664784,4683,6921
1999-03-25,0.0127774331867716,2906,7010
1999-03-26,0.0062571307673629,3784,7054
1999-03-29,0.00579547879814513,3684,7095
1999-03-30,0.1037722052858,3603,6990
1999-03-31,-0.00588279191352825,3602,6949
1999-04-01,0.068012757405759,4887,6920
1999-04-02,-0.0623292729611098,5807,7137
1999-04-03,-0.0165315235834651,4636,7379
1999-04-06,0.000136045167204557,2770,7351
1999-04-07,-0.00559308463026298,3160,7310
1999-04-08,-0.00027363524592694,4669,7308
1999-04-09,0.0138608007922354,4024,7410
1999-04-12,0.050715092579015,3680,7280
1999-04-13,0.00684465368996534,3347,7330
1999-04-14,0.00394853804590234,3501,7359
1999-04-15,0.00013587879632304098,3417,7360
1999-04-16,0.0221708778941547,2774,7525
1999-04-17,-0.0112255622198152,1899,7441
1999-04-19,0.0206165445349153,1296,7596
1999-04-20,0.0573140849383673,901,7558
1999-04-21,0.0136664413511607,1798,7662
1999-04-22,-0.00957321585668147,4262,7589
1999-04-23,0.00538801487458862,4592,7630
1999-04-26,0.000131053011131144,3108,7631
1999-04-27,0.00117870487093263,3256,7640
1999-04-28,-0.0103941466022963,2636,7561
1999-04-29,-0.00783380491643726,5961,7502
1999-04-30,-0.00393781485148459,4727,7350
1999-05-03,0.00161203688858969,2622,7450
1999-05-04,0.00684244971906978,5721,7479
1999-05-05,0.0135460238646363,3291,7581
1999-05-06,0.0090605307642786,3294,7650
1999-05-07,-0.0130256430171567,3685,7551
1999-05-10,0.0114056922465657,2902,7495
1999-05-11,0.00929621568575811,4013,7565
1999-05-12,-0.00796288215489405,2694,7505
1999-05-13,-0.00200066755629713,2389,7490
1999-05-14,0.0033322256758090397,3525,7515
1999-05-15,0.0061024333711952,1700,7561
1999-05-17,0.006196868666956229,1811,7608
1999-05-18,0.0,1095,7608
1999-05-19,0.00157604445546689,1753,7620
1999-05-20,0.005627182289710929,3978,7663
1999-05-21,-0.005627182289710929,2195,7620
1999-05-24,0.0,2455,7620
1999-05-25,-0.0052631700442749,4904,7580
1999-05-26,-0.0156897248553136,4280,7462
1999-05-27,0.008540217372278391,2901,7526
1999-05-28,-0.0128378334415782,3395,7430
1999-05-29,0.00107613677321083,2123,7438
1999-05-31,-0.00295738890100772,2891,7428
1999-06-01,-0.0306599247423556,2952,7323
1999-06-02,-0.10369381472930601,3163,7386
1999-06-03,-0.12985110475413303,3292,7486
1999-06-04,-0.141323855167744,1614,7510
1999-06-05,0.00914579905384905,2194,7579
1999-06-07,0.0027669824623934897,4588,7600
1999-06-08,0.0384613155721727,2870,7898
1999-06-09,-0.000633272138193419,2287,7893
1999-06-10,0.0811450526301272,2548,7942
1999-06-11,0.00226386714723148,1857,7960
1999-06-14,-0.00251572459724692,1284,7940
1999-06-15,0.0187154558113569,1714,8090
1999-06-16,-0.0174568024041601,2128,7950
1999-06-17,0.0301082024934374,4654,8193
1999-06-21,0.127335007433786,3935,8389
1999-06-22,0.00830963945771934,4372,8459
1999-06-23,0.0200135417734586,5303,8630
1999-06-24,-0.008027499334987809,4819,8561
1999-06-25,0.00466146980899396,5512,8601
1999-06-28,-0.0202003345539961,2883,8429
1999-06-29,0.0112075732210251,3720,8524
1999-06-30,0.14452471146154997,2884,8650
1999-07-02,0.15779310645286201,3213,8618
1999-07-03,0.15267327710067002,2856,8680
1999-07-05,0.150660274887491,2068,8580
1999-07-06,0.00104840128421735,2582,8589
1999-07-07,-0.0104161512878171,2970,8500
1999-07-08,0.0093677500035998,2519,8580
1999-07-09,0.00174672533494125,1759,8595
1999-07-12,0.0835741660987193,1704,8581
1999-07-13,-0.00830851423970103,4296,8510
1999-07-14,-0.0310287422386946,4794,8250
1999-07-15,-0.0281500979618006,3510,8021
1999-07-16,0.00485045413374863,3767,8060
1999-07-17,-0.125411312703386,3694,7110
1999-07-19,0.0345576889256343,1156,7360
1999-07-20,-0.13895001865138198,1332,7500
1999-07-21,0.0250177629752883,608,7690
1999-07-22,0.00129954534208565,2847,7700
1999-07-23,-0.0104439591610834,2902,7620
1999-07-26,0.00392927813988919,2455,7650
1999-07-27,-0.0134230203321408,3713,7548
1999-07-28,-0.00637960696403894,2685,7500
1999-07-29,-0.006554768970675079,2787,7451
1999-07-30,-0.18694050265025,3284,7200
1999-07-31,0.0246926125903713,2716,7380
1999-08-02,-0.0973670883115005,3083,7285
1999-08-03,-0.12447202380717899,4199,7152
1999-08-04,-0.12266646714570201,3077,7195
1999-08-05,-0.0231996345167573,3977,7030
1999-08-06,-0.00441942411517182,3809,6999
1999-08-07,-0.0171486297621506,4337,6880
1999-08-09,0.028655255760377002,2494,7080
1999-08-10,-0.203129925280388,4111,7015
1999-08-11,0.0384528324661417,3604,7290
1999-08-12,0.0034234884515207398,3264,7315
1999-08-13,0.06598996216079199,3592,7814
1999-08-16,-0.0108081340335477,2938,7730
1999-08-17,0.0471255008792575,1503,8103
1999-08-18,0.0114118668980652,695,8196
1999-08-19,-0.0204617024179843,2673,8030
1999-08-20,0.106046622031224,3446,8100
1999-08-21,0.0242709639379175,3329,8299
1999-08-23,-0.0060430447377157704,2056,8249
1999-08-24,0.012768181168763,3708,8355
1999-08-25,-0.0420445648143772,3643,8011
1999-08-26,0.0312141340400078,3108,8265
1999-08-27,-0.0201656695945953,2626,8100
1999-08-30,0.123236693199187,2748,8090
1999-08-31,0.00542407641463249,2852,8134
1999-09-01,0.158981607096925,4238,8300
1999-09-02,0.0595920972022448,3228,8470
1999-09-03,0.11432678516145099,3542,8340
1999-09-04,0.0932702126537315,3514,8276
1999-09-06,-0.0153418326305257,2251,8150
1999-09-07,0.0061162270174364205,3275,8200
1999-09-08,-0.0309622256039663,3716,7950
1999-09-09,-0.00214065434637511,2531,7933
1999-09-10,-0.0294660354601781,2345,8059
1999-09-13,0.0155137314807234,1380,8185
1999-09-14,-0.00305904184708261,989,8160
1999-09-15,-0.0120825042810413,1187,8062
1999-09-16,-0.0184019713619996,2503,7915
1999-09-17,0.0120559039000057,2618,8011
1999-09-18,-0.0038771857712625,2295,7980
1999-09-20,-0.0595920972022448,1569,7980
1999-09-27,-0.0346796609095978,103,7708
1999-09-28,-0.0355223193429151,1005,7439
1999-09-29,0.0,3666,7439
1999-09-30,-0.100973669141091,2448,7539
1999-10-01,0.16701826141506798,2507,7613
1999-10-02,-0.0170454976008187,2083,7620
1999-10-04,-0.0350457669129582,1787,7570
1999-10-05,0.0124714448744196,1889,7665
1999-10-06,-0.020295899619903,1781,7511
1999-10-07,0.00914458695040565,1790,7580
1999-10-08,-0.00264200946283921,1178,7560
1999-10-11,-0.0101657750500141,1242,7536
1999-10-12,0.00845671001822446,2914,7600
1999-10-13,0.0234080908980143,1723,7780
1999-10-14,-0.00347647295347819,1646,7753
1999-10-15,0.0187828942361534,1296,7900
1999-10-16,-0.0203318812503994,1191,7741
1999-10-18,0.00502545996772419,728,7780
1999-10-19,-0.0037344708909259295,759,7751
1999-10-20,0.0143324929007758,841,7730
1999-10-21,0.00644747559096892,2301,7780
1999-10-22,-0.0116355546727469,3094,7690
1999-10-25,-0.0100634711934777,2024,7613
1999-10-26,0.00706809225268223,2695,7667
1999-10-27,0.0071479932652867,1811,7722
1999-10-28,0.0043933395383604105,1150,7756
1999-10-29,0.00565699631514072,2154,7800
1999-10-30,0.0051151006667709,3262,7840
1999-11-01,0.0487901641694322,1356,7938
1999-11-02,0.0104606133093821,2096,7880
1999-11-03,0.007573362685217691,2297,7820
1999-11-04,-0.0223143395641774,2733,7711
1999-11-05,-0.0211003175898909,2847,7550
1999-11-06,0.0118500399174959,3358,7640
1999-11-08,-0.0419679388218057,2993,7326
1999-11-09,0.0181257498590472,1925,7460
1999-11-10,-0.0731587551863893,2612,7378
1999-11-11,0.0165337458130157,2172,7501
1999-11-15,0.0157400247110555,874,7620
1999-11-16,-0.00328623365081882,1176,7595
1999-11-17,0.0083912908797199,1374,7659
1999-11-18,-0.0024838237490278896,2557,7640
1999-11-19,0.0204696873819774,2221,7798
1999-11-20,0.00266142987080897,2507,7901
1999-11-22,0.0161951942180725,2716,8030
1999-11-23,0.0185076226559868,2358,8180
1999-11-24,-0.0222506089348204,2736,8000
1999-11-25,-0.0036315862340501296,2677,7971
1999-11-26,0.00562958889672238,4559,8016
1999-11-29,-0.0323283524705058,2862,7761
1999-11-30,0.008277665857781,2492,7885
1999-12-01,0.038137429149586,1408,7750
1999-12-02,-0.00204655993662506,2085,7810
1999-12-03,-0.0821379697386497,2320,7885
1999-12-04,0.0249245791263739,2012,8084
1999-12-06,-0.00919603846110739,1850,8010
1999-12-07,-0.0126894095429879,1719,7909
1999-12-08,-0.007487819742962641,1352,7850
1999-12-09,-0.00510856794272208,1570,7810
1999-12-10,0.00450596192070485,1326,7785
1999-12-13,0.0044857492712591105,1247,7820
1999-12-14,0.0164873741090208,765,7950
1999-12-15,-0.0121489725104222,1011,7854
1999-12-16,0.00899936360752562,2224,7925
1999-12-17,-0.0133377652061242,1533,7820
1999-12-18,0.0007669692309999481,1496,7826
1999-12-20,0.00638164258952045,1010,7860
1999-12-21,-0.0024202291923298698,1884,7841
1999-12-22,0.0249383200970374,1763,8039
1999-12-23,-0.0026156831255086397,1721,8018
1999-12-24,0.0187798946515976,2207,8170
1999-12-27,0.0216728623399511,2234,8349
1999-12-28,0.0249584189417877,1990,8560
2000-01-04,-0.11388759249364698,2800,8688
2000-01-05,0.0034470906246220102,2854,8718
2000-01-06,0.0138970228333513,2501,8840
2000-01-07,-0.0066965802716936204,2409,8781
2000-01-10,0.120510519880856,2638,8949
2000-01-11,0.042764458040029,3367,9340
2000-01-12,-0.042540994351948996,2028,8951
2000-01-13,0.0263506784787939,1796,9190
2000-01-14,-0.0031605933345240102,2198,9161
2000-01-15,0.001527050907562,1556,9175
2000-01-17,0.005976654574126879,1264,9230
2000-01-18,0.00647950431098643,607,9290
2000-01-19,-0.00539666717215503,993,9240
2000-01-20,-0.00249228064206442,2124,9217
2000-01-21,0.0035739465128070704,2278,9250
2000-01-24,0.0170431265002939,2128,9409
2000-01-25,0.0023354575371197198,1735,9431
2000-01-26,0.00939271324152635,2952,9520
2000-01-27,0.0238724362064815,2234,9750
2000-01-28,-0.00927363678532878,1935,9660
2000-01-29,0.00413223728491019,1907,9700
2000-01-31,0.0037044701758883703,1525,9736
2000-02-01,0.637341016857604,2075,9949
2000-02-09,0.0525720040488267,1838,10173
2000-02-10,0.0190159545558135,1336,10140
2000-02-11,0.00442805151573289,1463,10185
2000-02-14,-0.008380625831556191,1107,10100
2000-02-15,-0.0198996617068357,979,9901
2000-02-16,0.009849325853334529,636,9999
2000-02-17,0.0140029101693244,2132,10140
2000-02-18,0.0227182782866535,2899,10373
2000-02-19,-0.0263738670040947,2357,10103
2000-02-21,0.0114163231844771,2472,10219
2000-02-22,-0.0255712644670449,4247,9961
2000-02-23,-0.0142563457966531,2429,9820
2000-02-24,-0.0040816383196489205,2448,9780
2000-02-25,-0.0030721990369695397,2380,9750
2000-02-29,-0.010102137246971002,1910,9652
2000-03-01,-0.0475081788324658,2459,9701
2000-03-02,0.12291611829974002,2159,9839
2000-03-03,-0.008213598537388121,1589,9700
2000-03-04,-0.00405680069561498,1682,9840
2000-03-06,-0.0215724852541275,1956,9630
2000-03-07,-0.0156989095431044,2067,9480
2000-03-08,0.005260401399180379,1853,9530
2000-03-09,0.0047108174005998605,1936,9575
2000-03-10,0.000927309324087133,1837,9710
2000-03-13,-0.0292601856578667,1938,9430
2000-03-14,-0.0979648136966969,1870,8550
2000-03-15,0.02140666063735,1152,8735
2000-03-16,-0.009778622642231841,3350,8650
2000-03-17,0.00587864064010013,3625,8701
2000-03-20,-0.174324348610639,274,8265
2000-03-21,-0.000726216444407513,2840,8259
2000-03-22,0.0858099452232306,4516,8999
2000-03-23,0.0229592113677697,4070,9208
2000-03-24,0.0427315515626194,3047,9610
2000-03-27,-0.009409374178925841,2883,9520
2000-03-28,0.0290895724837679,2887,9801
2000-03-29,-0.0021449372403168398,1948,9780
2000-03-30,0.0133130486497368,2724,9830
2000-03-31,0.00507357760070271,2047,9880
2000-04-01,0.0333792220738331,2487,9900
2000-04-05,0.14624781416817903,2820,10209
2000-04-06,0.0166111935508635,3023,10380
2000-04-07,-0.030320171007272006,2387,10070
2000-04-08,0.000893344642269867,1689,10079
2000-04-10,0.0130458448333002,2374,10030
2000-04-11,0.0169051527265385,1692,10201
2000-04-12,-0.00698443643979019,2169,10130
2000-04-13,-0.038234033250836,2516,9750
2000-04-14,-0.0222980459573741,1467,9535
2000-04-15,-0.0840886370557641,2118,8766
2000-04-17,-0.00640881113220715,1287,8710
2000-04-18,0.0601517606599238,612,9250
2000-04-19,0.0265629783837102,502,9499
2000-04-20,-0.0482008021367548,4011,9052
2000-04-21,0.0134966661693436,3008,9175
2000-04-24,-0.0050262343576896705,2759,9129
2000-04-25,-0.038524274815769,4218,8784
2000-04-26,0.0298328729446595,4792,9050
2000-04-27,-0.0535639716171463,3742,8578
2000-04-28,0.008358534849099541,4001,8650
2000-04-29,0.0194625490749125,3126,8820
2000-05-02,-0.0178377081860219,2907,8890
2000-05-03,-0.0018561490247943602,3082,8612
2000-05-04,-0.043286940074541,4394,8590
2000-05-05,-0.0188019639823995,4091,8430
2000-05-06,0.0372569283557596,3538,8750
2000-05-08,-0.00171575678350422,3044,8735
2000-05-09,-0.00435980497839061,2838,8697
2000-05-10,-0.13911724498864902,4565,8770
2000-05-11,-0.0371703650150099,3849,8450
2000-05-12,0.00942292013450619,3028,8530
2000-05-15,0.00875406815991475,1884,8605
2000-05-16,-0.00500962194074894,1703,8562
2000-05-17,0.0330836512970833,1477,8850
2000-05-18,0.020134908409057,3903,9030
2000-05-19,0.00221239028294029,3472,9050
2000-05-20,0.0321001551065869,5085,9180
2000-05-22,-0.0321001551065869,3876,8890
2000-05-23,-0.000450045012096112,4128,8886
2000-05-24,-0.0385457215650469,3393,8550
2000-05-25,0.0173917427118688,4097,8700
2000-05-26,-0.023256862164267002,4555,8500
2000-05-29,0.0149465650306393,3209,8628
2000-05-30,0.00901635977518467,4415,8690
2000-05-31,0.0317127367934038,3959,8970
2000-06-01,0.0276693011455524,2801,8941
2000-06-02,0.0169201190510062,3570,9000
2000-06-03,0.059071617476845986,3366,9048
2000-06-05,0.10512594920345598,2513,8999
2000-06-07,0.000222222223136725,3484,9001
2000-06-08,0.0191467116656856,2896,9175
2000-06-09,-0.00667070109894219,2565,9114
2000-06-12,0.0168574469905938,2488,9093
2000-06-13,-0.0152928512311004,3019,8955
2000-06-14,-0.0006702413119530349,2335,8949
2000-06-15,-0.0012299436894611698,2219,8938
2000-06-16,-0.007186197554542421,1930,8874
2000-06-17,-0.000676361202653908,1674,8868
2000-06-19,-0.00214483346885075,2107,8849
2000-06-20,-0.0145497810147308,1339,8870
2000-06-21,-0.0167115808704068,1552,8723
2000-06-22,0.0018325511943242398,4391,8739
2000-06-23,0.0154425687160735,2820,8875
2000-06-26,-0.0114455326174578,3392,8774
2000-06-27,-0.00778035961391588,3514,8706
2000-06-28,-0.0150448388016606,5110,8576
2000-06-29,-0.0054954829914724,5039,8529
2000-06-30,-0.110556227965464,5048,8101
2000-07-03,0.0197784496387516,4640,8272
2000-07-04,0.0220485209222439,4511,8300
2000-07-05,-0.0241445700220542,5687,8102
2000-07-06,0.0253486640868577,3843,8310
2000-07-07,0.000721761128410492,4163,8316
2000-07-10,-0.10251182303346,3976,8226
2000-07-11,-0.00928194255546089,4449,8150
2000-07-12,0.00599426836127037,3832,8199
2000-07-13,-0.00109829774906345,4745,8190
2000-07-14,0.0168295030882248,4728,8329
2000-07-15,0.0207932400864443,2891,8504
2000-07-17,0.00644671985982548,1866,8559
2000-07-18,-0.007858817058462359,1800,8492
2000-07-19,-0.020943173845243,1214,8316
2000-07-20,0.00408016886699691,3784,8350
2000-07-21,-0.00600602406021089,4247,8300
2000-07-24,-0.0101720421762952,2678,8216
2000-07-25,-0.013972527845758998,4712,8102
2000-07-26,-0.0152978544543547,4894,7979
2000-07-27,-0.00489981506710002,4846,7940
2000-07-28,-0.00252206943270927,5394,7920
2000-07-29,0.0237066623009863,4089,8110
2000-07-31,-0.0186693238857636,2734,8119
2000-08-01,-0.0216369204162685,3849,8138
2000-08-02,-0.0243266919910585,3654,8000
2000-08-03,0.0080828932108048,4271,7950
2000-08-04,0.060319140779339996,4030,7978
2000-08-05,-0.00326428412894231,3062,7952
2000-08-07,-0.0130373342095957,3235,7849
2000-08-08,-0.0017852593366924898,4391,7835
2000-08-09,0.00699525904979836,5303,7890
2000-08-10,-0.0106239418019527,3874,8052
2000-08-11,-0.0009940358671407519,3256,8044
2000-08-14,-0.00560993804372067,2542,7999
2000-08-15,-0.0118210632052484,1869,7905
2000-08-16,-0.00113916853025486,1960,7896
2000-08-17,0.0267415659961401,4998,8110
2000-08-18,0.0166303661573863,4574,8246
2000-08-19,-0.00596000061381297,3951,8197
2000-08-21,0.0330720410601941,3623,8269
2000-08-22,-0.00460606874952241,3670,8231
2000-08-24,-0.00145896682414559,3705,8219
2000-08-25,0.000121661901726355,3772,8220
2000-08-28,-0.0207739017502444,3278,8051
2000-08-29,-0.0207072718624079,5160,7886
2000-08-30,-0.009097864117526559,5629,7878
2000-08-31,-0.0477054518448394,5611,7511
2000-09-01,-0.031021214518054,5272,7649
2000-09-02,0.099659995945526,5570,7580
2000-09-04,0.19631867489505303,4864,7770
2000-09-05,0.000643293685740787,3907,7775
2000-09-06,-0.00865470751317687,4168,7708
2000-09-07,-0.0207111872911874,4579,7550
2000-09-08,-0.0019887311824735602,4077,7535
2000-09-11,-0.0316095373705068,3135,7411
2000-09-13,-0.00419174435684155,5137,7380
2000-09-14,0.0067522201172867105,4698,7430
2000-09-15,-0.0340872096014859,6579,7181
2000-09-16,-0.00712741470197642,4888,7130
2000-09-18,-0.0127030642562538,2627,7040
2000-09-19,-0.0257549664611965,2694,6861
2000-09-20,-0.0970399071104033,1951,6879
2000-09-21,0.0106999285730041,6408,6953
2000-09-22,-0.0218095297539573,6854,6803
2000-09-25,-0.0227468366951609,5780,6650
2000-09-26,-0.00663852769916495,7464,6606
2000-09-27,0.025998774983707,6807,6780
2000-09-28,0.0102715503218285,6257,6850
2000-09-29,-0.0312873025371108,6482,6639
2000-09-30,-0.03900986025252,6632,6385
2000-10-02,0.15222437996914498,5963,6310
2000-10-03,0.031218985894072997,7243,6149
2000-10-04,0.0761339796383176,839,6043
2000-10-05,0.00115769466332871,5727,6050
2000-10-06,0.008558314251727591,7781,6102
2000-10-07,0.0554635445132021,6343,6450
2000-10-09,-0.00232828975959087,5777,6435
2000-10-11,-0.382832829820476,1488,5988
2000-10-12,-0.014805115645709,9062,5900
2000-10-13,-0.0969216470119623,6578,5355
2000-10-16,0.140532968080395,4687,6163
2000-10-17,-0.11199904881528301,3094,5510
2000-10-18,0.0245598075258773,1633,5647
2000-10-19,-0.041213134106723,9086,5419
2000-10-20,-0.137387584314697,6484,5500
2000-10-21,0.0180185055026794,9111,5600
2000-10-23,0.005520448531376229,8971,5631
2000-10-24,0.0069020714671808,10886,5670
2000-10-25,0.0295416791004737,7669,5840
2000-10-26,0.0035894406541565602,6700,5861
2000-10-27,0.0167502435829672,8535,5960
2000-10-30,-0.11135957307800999,6715,5501
2000-10-31,0.0178367038477827,9419,5600
2000-11-01,-0.13098164344646399,6892,5645
2000-11-02,0.0362661779843947,8871,5475
2000-11-03,0.10727806178709699,8650,5800
2000-11-04,0.10517316202730098,7629,5930
2000-11-06,-0.0299551708357875,6951,5755
2000-11-07,0.00675385717331167,8310,5794
2000-11-08,0.0282475817301009,10561,5960
2000-11-09,0.0166393190039642,11481,6060
2000-11-10,0.0873065799438031,7020,6160
2000-11-13,-0.0196727655987043,5988,6040
2000-11-14,-0.0226045622973992,2578,5905
2000-11-15,0.0231011277300972,3272,6043
