Date,ret,LagVol,price
1998/12/18,-0.001628303,5263,6750
1998/12/19,0.001332445,5258,6759
1998/12/21,-0.105360516,4491,6660
1998/12/22,0.013274861,3869,6749
1998/12/23,0.025021424,4617,6920
1998/12/24,0,3868,6920
1998/12/28,-0.019112114,3801,6789
1998/12/29,-0.038896712,4403,6530
1998/12/30,-0.102272582,3876,6649
1998/12/31,0.003003456,4600,6669
1999/1/5,0.055969842,3173,6430
1999/1/6,-0.067383414,5058,6011
1999/1/7,0.060360365,5903,6385
1999/1/8,0.008887561,5515,6442
1999/1/11,-0.067447992,4385,6478
1999/1/12,-0.00665998,2558,6435
1999/1/13,-0.016135699,3195,6332
1999/1/14,-0.00221344,2693,6318
1999/1/15,-0.015632796,2775,6220
1999/1/16,0.059148216,3923,6599
1999/1/18,-0.010511179,2442,6530
1999/1/19,-0.016833074,885,6421
1999/1/20,-0.005622379,932,6385
1999/1/21,0.005466628,1015,6420
1999/1/22,-0.009546985,4800,6359
1999/1/25,-0.022101226,3985,6220
1999/1/26,-0.021286042,3424,6089
1999/1/27,0.025937586,5115,6249
1999/1/28,-0.023968759,3969,6101
1999/1/29,0.000163894,3359,6102
1999/1/30,-0.00361189,3691,6080
1999/2/1,-0.255181416,5084,6051
1999/2/2,0.045171719,3284,6000
1999/2/3,-0.091383987,3803,5800
1999/2/4,0.008925566,5641,5852
1999/2/5,-0.06896846,5240,5462
1999/2/6,0.032069042,5807,5640
1999/2/8,0.019315789,5022,5750
1999/2/9,0.008658063,3572,5800
1999/2/10,-0.053635797,1545,5735
1999/2/20,-0.003338901,1373,5980
1999/2/22,0.044160896,1197,6250
1999/2/23,0.045202785,5356,6539
1999/2/24,-0.031694435,5973,6335
1999/2/25,0.009426621,5943,6395
1999/2/26,-0.00627453,5210,6355
1999/3/1,0.100001353,4658,6410
1999/3/2,-0.077248109,3787,6450
1999/3/3,-0.11868196,4189,6301
1999/3/4,-0.074517634,5452,6450
1999/3/5,-0.00778214,5499,6400
1999/3/6,0.019802627,4459,6528
1999/3/8,-0.012020487,4710,6450
1999/3/9,0.002322881,2462,6465
1999/3/10,0.010861239,4157,6480
1999/3/11,0.010591856,2695,6549
1999/3/12,-0.014457342,2635,6455
1999/3/15,0.001702655,1699,6466
1999/3/16,0.025650261,2078,6634
1999/3/17,0.006910047,1487,6680
1999/3/18,0.014121379,1484,6775
1999/3/19,0.028088873,4144,6968
1999/3/20,0.08809606,4410,7044
1999/3/22,0.001560395,3769,7055
1999/3/23,0.010574649,2710,7130
1999/3/24,-0.029750967,4342,6921
1999/3/25,0.012777433,4683,7010
1999/3/26,0.006257131,2906,7054
1999/3/29,0.005795479,3784,7095
1999/3/30,0.103772205,3684,6990
1999/3/31,-0.005882792,3603,6949
1999/4/1,0.068012757,3602,6920
1999/4/2,-0.062329273,4887,7137
1999/4/3,-0.016531524,5807,7379
1999/4/6,0.000136045,4636,7351
1999/4/7,-0.005593085,2770,7310
1999/4/8,-0.000273635,3160,7308
1999/4/9,0.013860801,4669,7410
1999/4/12,0.050715093,4024,7280
1999/4/13,0.006844654,3680,7330
1999/4/14,0.003948538,3347,7359
1999/4/15,0.000135879,3501,7360
1999/4/16,0.022170878,3417,7525
1999/4/17,-0.011225562,2774,7441
1999/4/19,0.020616545,1899,7596
1999/4/20,0.057314085,1296,7558
1999/4/21,0.013666441,901,7662
1999/4/22,-0.009573216,1798,7589
1999/4/23,0.005388015,4262,7630
1999/4/26,0.000131053,4592,7631
1999/4/27,0.001178705,3108,7640
1999/4/28,-0.010394147,3256,7561
1999/4/29,-0.007833805,2636,7502
1999/4/30,-0.003937815,5961,7350
1999/5/3,0.001612037,4727,7450
1999/5/4,0.00684245,2622,7479
1999/5/5,0.013546024,5721,7581
1999/5/6,0.009060531,3291,7650
1999/5/7,-0.013025643,3294,7551
1999/5/10,0.011405692,3685,7495
1999/5/11,0.009296216,2902,7565
1999/5/12,-0.007962882,4013,7505
1999/5/13,-0.002000668,2694,7490
1999/5/14,0.003332226,2389,7515
1999/5/15,0.006102433,3525,7561
1999/5/17,0.006196869,1700,7608
1999/5/18,0,1811,7608
1999/5/19,0.001576044,1095,7620
1999/5/20,0.005627182,1753,7663
1999/5/21,-0.005627182,3978,7620
1999/5/24,0,2195,7620
1999/5/25,-0.00526317,2455,7580
1999/5/26,-0.015689725,4904,7462
1999/5/27,0.008540217,4280,7526
1999/5/28,-0.012837833,2901,7430
1999/5/29,0.001076137,3395,7438
1999/5/31,-0.002957389,2123,7428
1999/6/1,-0.030659925,2891,7323
1999/6/2,-0.103693815,2952,7386
1999/6/3,-0.129851105,3163,7486
1999/6/4,-0.141323855,3292,7510
1999/6/5,0.009145799,1614,7579
1999/6/7,0.002766982,2194,7600
1999/6/8,0.038461316,4588,7898
1999/6/9,-0.000633272,2870,7893
1999/6/10,0.081145053,2287,7942
1999/6/11,0.002263867,2548,7960
1999/6/14,-0.002515725,1857,7940
1999/6/15,0.018715456,1284,8090
1999/6/16,-0.017456802,1714,7950
1999/6/17,0.030108202,2128,8193
1999/6/21,0.127335007,4654,8389
1999/6/22,0.008309639,3935,8459
1999/6/23,0.020013542,4372,8630
1999/6/24,-0.008027499,5303,8561
1999/6/25,0.00466147,4819,8601
1999/6/28,-0.020200335,5512,8429
1999/6/29,0.011207573,2883,8524
1999/6/30,0.144524711,3720,8650
1999/7/2,0.157793106,2884,8618
1999/7/3,0.152673277,3213,8680
1999/7/5,0.150660275,2856,8580
1999/7/6,0.001048401,2068,8589
1999/7/7,-0.010416151,2582,8500
1999/7/8,0.00936775,2970,8580
1999/7/9,0.001746725,2519,8595
1999/7/12,0.083574166,1759,8581
1999/7/13,-0.008308514,1704,8510
1999/7/14,-0.031028742,4296,8250
1999/7/15,-0.028150098,4794,8021
1999/7/16,0.004850454,3510,8060
1999/7/17,-0.125411313,3767,7110
1999/7/19,0.034557689,3694,7360
1999/7/20,-0.138950019,1156,7500
1999/7/21,0.025017763,1332,7690
1999/7/22,0.001299545,608,7700
1999/7/23,-0.010443959,2847,7620
1999/7/26,0.003929278,2902,7650
1999/7/27,-0.01342302,2455,7548
1999/7/28,-0.006379607,3713,7500
1999/7/29,-0.006554769,2685,7451
1999/7/30,-0.186940503,2787,7200
1999/7/31,0.024692613,3284,7380
1999/8/2,-0.097367088,2716,7285
1999/8/3,-0.124472024,3083,7152
1999/8/4,-0.122666467,4199,7195
1999/8/5,-0.023199635,3077,7030
1999/8/6,-0.004419424,3977,6999
1999/8/7,-0.01714863,3809,6880
1999/8/9,0.028655256,4337,7080
1999/8/10,-0.203129925,2494,7015
1999/8/11,0.038452832,4111,7290
1999/8/12,0.003423488,3604,7315
1999/8/13,0.065989962,3264,7814
1999/8/16,-0.010808134,3592,7730
1999/8/17,0.047125501,2938,8103
1999/8/18,0.011411867,1503,8196
1999/8/19,-0.020461702,695,8030
1999/8/20,0.106046622,2673,8100
1999/8/21,0.024270964,3446,8299
1999/8/23,-0.006043045,3329,8249
1999/8/24,0.012768181,2056,8355
1999/8/25,-0.042044565,3708,8011
1999/8/26,0.031214134,3643,8265
1999/8/27,-0.02016567,3108,8100
1999/8/30,0.123236693,2626,8090
1999/8/31,0.005424076,2748,8134
1999/9/1,0.158981607,2852,8300
1999/9/2,0.059592097,4238,8470
1999/9/3,0.114326785,3228,8340
1999/9/4,0.093270213,3542,8276
1999/9/6,-0.015341833,3514,8150
1999/9/7,0.006116227,2251,8200
1999/9/8,-0.030962226,3275,7950
1999/9/9,-0.002140654,3716,7933
1999/9/10,-0.029466035,2531,8059
1999/9/13,0.015513731,2345,8185
1999/9/14,-0.003059042,1380,8160
1999/9/15,-0.012082504,989,8062
1999/9/16,-0.018401971,1187,7915
1999/9/17,0.012055904,2503,8011
1999/9/18,-0.003877186,2618,7980
1999/9/20,-0.059592097,2295,7980
1999/9/27,-0.034679661,1569,7708
1999/9/28,-0.035522319,103,7439
1999/9/29,0,1005,7439
1999/9/30,-0.100973669,3666,7539
1999/10/1,0.167018261,2448,7613
1999/10/2,-0.017045498,2507,7620
1999/10/4,-0.035045767,2083,7570
1999/10/5,0.012471445,1787,7665
1999/10/6,-0.0202959,1889,7511
1999/10/7,0.009144587,1781,7580
1999/10/8,-0.002642009,1790,7560
1999/10/11,-0.010165775,1178,7536
1999/10/12,0.00845671,1242,7600
1999/10/13,0.023408091,2914,7780
1999/10/14,-0.003476473,1723,7753
1999/10/15,0.018782894,1646,7900
1999/10/16,-0.020331881,1296,7741
1999/10/18,0.00502546,1191,7780
1999/10/19,-0.003734471,728,7751
1999/10/20,0.014332493,759,7730
1999/10/21,0.006447476,841,7780
1999/10/22,-0.011635555,2301,7690
1999/10/25,-0.010063471,3094,7613
1999/10/26,0.007068092,2024,7667
1999/10/27,0.007147993,2695,7722
1999/10/28,0.00439334,1811,7756
1999/10/29,0.005656996,1150,7800
1999/10/30,0.005115101,2154,7840
1999/11/1,0.048790164,3262,7938
1999/11/2,0.010460613,1356,7880
1999/11/3,0.007573363,2096,7820
1999/11/4,-0.02231434,2297,7711
1999/11/5,-0.021100318,2733,7550
1999/11/6,0.01185004,2847,7640
1999/11/8,-0.041967939,3358,7326
1999/11/9,0.01812575,2993,7460
1999/11/10,-0.073158755,1925,7378
1999/11/11,0.016533746,2612,7501
1999/11/15,0.015740025,2172,7620
1999/11/16,-0.003286234,874,7595
1999/11/17,0.008391291,1176,7659
1999/11/18,-0.002483824,1374,7640
1999/11/19,0.020469687,2557,7798
1999/11/20,0.00266143,2221,7901
1999/11/22,0.016195194,2507,8030
1999/11/23,0.018507623,2716,8180
1999/11/24,-0.022250609,2358,8000
1999/11/25,-0.003631586,2736,7971
1999/11/26,0.005629589,2677,8016
1999/11/29,-0.032328352,4559,7761
1999/11/30,0.008277666,2862,7885
1999/12/1,0.038137429,2492,7750
1999/12/2,-0.00204656,1408,7810
1999/12/3,-0.08213797,2085,7885
1999/12/4,0.024924579,2320,8084
1999/12/6,-0.009196038,2012,8010
1999/12/7,-0.01268941,1850,7909
1999/12/8,-0.00748782,1719,7850
1999/12/9,-0.005108568,1352,7810
1999/12/10,0.004505962,1570,7785
1999/12/13,0.004485749,1326,7820
1999/12/14,0.016487374,1247,7950
1999/12/15,-0.012148973,765,7854
1999/12/16,0.008999364,1011,7925
1999/12/17,-0.013337765,2224,7820
1999/12/18,0.000766969,1533,7826
1999/12/20,0.006381643,1496,7860
1999/12/21,-0.002420229,1010,7841
1999/12/22,0.02493832,1884,8039
1999/12/23,-0.002615683,1763,8018
1999/12/24,0.018779895,1721,8170
1999/12/27,0.021672862,2207,8349
1999/12/28,0.024958419,2234,8560
2000/1/4,-0.113887592,1990,8688
2000/1/5,0.003447091,2800,8718
2000/1/6,0.013897023,2854,8840
2000/1/7,-0.00669658,2501,8781
2000/1/10,0.12051052,2409,8949
2000/1/11,0.042764458,2638,9340
2000/1/12,-0.042540994,3367,8951
2000/1/13,0.026350678,2028,9190
2000/1/14,-0.003160593,1796,9161
2000/1/15,0.001527051,2198,9175
2000/1/17,0.005976655,1556,9230
2000/1/18,0.006479504,1264,9290
2000/1/19,-0.005396667,607,9240
2000/1/20,-0.002492281,993,9217
2000/1/21,0.003573947,2124,9250
2000/1/24,0.017043127,2278,9409
2000/1/25,0.002335458,2128,9431
2000/1/26,0.009392713,1735,9520
2000/1/27,0.023872436,2952,9750
2000/1/28,-0.009273637,2234,9660
2000/1/29,0.004132237,1935,9700
2000/1/31,0.00370447,1907,9736
2000/2/1,0.637341017,1525,9949
2000/2/9,0.052572004,2075,10173
2000/2/10,0.019015955,1838,10140
2000/2/11,0.004428052,1336,10185
2000/2/14,-0.008380626,1463,10100
2000/2/15,-0.019899662,1107,9901
2000/2/16,0.009849326,979,9999
2000/2/17,0.01400291,636,10140
2000/2/18,0.022718278,2132,10373
2000/2/19,-0.026373867,2899,10103
2000/2/21,0.011416323,2357,10219
2000/2/22,-0.025571264,2472,9961
2000/2/23,-0.014256346,4247,9820
2000/2/24,-0.004081638,2429,9780
2000/2/25,-0.003072199,2448,9750
2000/2/29,-0.010102137,2380,9652
2000/3/1,-0.047508179,1910,9701
2000/3/2,0.122916118,2459,9839
2000/3/3,-0.008213599,2159,9700
2000/3/4,-0.004056801,1589,9840
2000/3/6,-0.021572485,1682,9630
2000/3/7,-0.01569891,1956,9480
2000/3/8,0.005260401,2067,9530
2000/3/9,0.004710817,1853,9575
2000/3/10,0.000927309,1936,9710
2000/3/13,-0.029260186,1837,9430
2000/3/14,-0.097964814,1938,8550
2000/3/15,0.021406661,1870,8735
2000/3/16,-0.009778623,1152,8650
2000/3/17,0.005878641,3350,8701
2000/3/20,-0.174324349,3625,8265
2000/3/21,-0.000726216,274,8259
2000/3/22,0.085809945,2840,8999
2000/3/23,0.022959211,4516,9208
2000/3/24,0.042731552,4070,9610
2000/3/27,-0.009409374,3047,9520
2000/3/28,0.029089572,2883,9801
2000/3/29,-0.002144937,2887,9780
2000/3/30,0.013313049,1948,9830
2000/3/31,0.005073578,2724,9880
2000/4/1,0.033379222,2047,9900
2000/4/5,0.146247814,2487,10209
2000/4/6,0.016611194,2820,10380
2000/4/7,-0.030320171,3023,10070
2000/4/8,0.000893345,2387,10079
2000/4/10,0.013045845,1689,10030
2000/4/11,0.016905153,2374,10201
2000/4/12,-0.006984436,1692,10130
2000/4/13,-0.038234033,2169,9750
2000/4/14,-0.022298046,2516,9535
2000/4/15,-0.084088637,1467,8766
2000/4/17,-0.006408811,2118,8710
2000/4/18,0.060151761,1287,9250
2000/4/19,0.026562978,612,9499
2000/4/20,-0.048200802,502,9052
2000/4/21,0.013496666,4011,9175
2000/4/24,-0.005026234,3008,9129
2000/4/25,-0.038524275,2759,8784
2000/4/26,0.029832873,4218,9050
2000/4/27,-0.053563972,4792,8578
2000/4/28,0.008358535,3742,8650
2000/4/29,0.019462549,4001,8820
2000/5/2,-0.017837708,3126,8890
2000/5/3,-0.001856149,2907,8612
2000/5/4,-0.04328694,3082,8590
2000/5/5,-0.018801964,4394,8430
2000/5/6,0.037256928,4091,8750
2000/5/8,-0.001715757,3538,8735
2000/5/9,-0.004359805,3044,8697
2000/5/10,-0.139117245,2838,8770
2000/5/11,-0.037170365,4565,8450
2000/5/12,0.00942292,3849,8530
2000/5/15,0.008754068,3028,8605
2000/5/16,-0.005009622,1884,8562
2000/5/17,0.033083651,1703,8850
2000/5/18,0.020134908,1477,9030
2000/5/19,0.00221239,3903,9050
2000/5/20,0.032100155,3472,9180
2000/5/22,-0.032100155,5085,8890
2000/5/23,-0.000450045,3876,8886
2000/5/24,-0.038545722,4128,8550
2000/5/25,0.017391743,3393,8700
2000/5/26,-0.023256862,4097,8500
2000/5/29,0.014946565,4555,8628
2000/5/30,0.00901636,3209,8690
2000/5/31,0.031712737,4415,8970
2000/6/1,0.027669301,3959,8941
2000/6/2,0.016920119,2801,9000
2000/6/3,0.059071617,3570,9048
2000/6/5,0.105125949,3366,8999
2000/6/7,0.000222222,2513,9001
2000/6/8,0.019146712,3484,9175
2000/6/9,-0.006670701,2896,9114
2000/6/12,0.016857447,2565,9093
2000/6/13,-0.015292851,2488,8955
2000/6/14,-0.000670241,3019,8949
2000/6/15,-0.001229944,2335,8938
2000/6/16,-0.007186198,2219,8874
2000/6/17,-0.000676361,1930,8868
2000/6/19,-0.002144833,1674,8849
2000/6/20,-0.014549781,2107,8870
2000/6/21,-0.016711581,1339,8723
2000/6/22,0.001832551,1552,8739
2000/6/23,0.015442569,4391,8875
2000/6/26,-0.011445533,2820,8774
2000/6/27,-0.00778036,3392,8706
2000/6/28,-0.015044839,3514,8576
2000/6/29,-0.005495483,5110,8529
2000/6/30,-0.110556228,5039,8101
2000/7/3,0.01977845,5048,8272
2000/7/4,0.022048521,4640,8300
2000/7/5,-0.02414457,4511,8102
2000/7/6,0.025348664,5687,8310
2000/7/7,0.000721761,3843,8316
2000/7/10,-0.102511823,4163,8226
2000/7/11,-0.009281943,3976,8150
2000/7/12,0.005994268,4449,8199
2000/7/13,-0.001098298,3832,8190
2000/7/14,0.016829503,4745,8329
2000/7/15,0.02079324,4728,8504
2000/7/17,0.00644672,2891,8559
2000/7/18,-0.007858817,1866,8492
2000/7/19,-0.020943174,1800,8316
2000/7/20,0.004080169,1214,8350
2000/7/21,-0.006006024,3784,8300
2000/7/24,-0.010172042,4247,8216
2000/7/25,-0.013972528,2678,8102
2000/7/26,-0.015297854,4712,7979
2000/7/27,-0.004899815,4894,7940
2000/7/28,-0.002522069,4846,7920
2000/7/29,0.023706662,5394,8110
2000/7/31,-0.018669324,4089,8119
2000/8/1,-0.02163692,2734,8138
2000/8/2,-0.024326692,3849,8000
2000/8/3,0.008082893,3654,7950
2000/8/4,0.060319141,4271,7978
2000/8/5,-0.003264284,4030,7952
2000/8/7,-0.013037334,3062,7849
2000/8/8,-0.001785259,3235,7835
2000/8/9,0.006995259,4391,7890
2000/8/10,-0.010623942,5303,8052
2000/8/11,-0.000994036,3874,8044
2000/8/14,-0.005609938,3256,7999
2000/8/15,-0.011821063,2542,7905
2000/8/16,-0.001139169,1869,7896
2000/8/17,0.026741566,1960,8110
2000/8/18,0.016630366,4998,8246
2000/8/19,-0.005960001,4574,8197
2000/8/21,0.033072041,3951,8269
2000/8/22,-0.004606069,3623,8231
2000/8/24,-0.001458967,3670,8219
2000/8/25,0.000121662,3705,8220
2000/8/28,-0.020773902,3772,8051
2000/8/29,-0.020707272,3278,7886
2000/8/30,-0.009097864,5160,7878
2000/8/31,-0.047705452,5629,7511
2000/9/1,-0.031021215,5611,7649
2000/9/2,0.099659996,5272,7580
2000/9/4,0.196318675,5570,7770
2000/9/5,0.000643294,4864,7775
2000/9/6,-0.008654708,3907,7708
2000/9/7,-0.020711187,4168,7550
2000/9/8,-0.001988731,4579,7535
2000/9/11,-0.031609537,4077,7411
2000/9/13,-0.004191744,3135,7380
2000/9/14,0.00675222,5137,7430
2000/9/15,-0.03408721,4698,7181
2000/9/16,-0.007127415,6579,7130
2000/9/18,-0.012703064,4888,7040
2000/9/19,-0.025754966,2627,6861
2000/9/20,-0.097039907,2694,6879
2000/9/21,0.010699929,1951,6953
2000/9/22,-0.02180953,6408,6803
2000/9/25,-0.022746837,6854,6650
2000/9/26,-0.006638528,5780,6606
2000/9/27,0.025998775,7464,6780
2000/9/28,0.01027155,6807,6850
2000/9/29,-0.031287303,6257,6639
2000/9/30,-0.03900986,6482,6385
2000/10/2,0.15222438,6632,6310
2000/10/3,0.031218986,5963,6149
2000/10/4,0.07613398,7243,6043
2000/10/5,0.001157695,839,6050
2000/10/6,0.008558314,5727,6102
2000/10/7,0.055463545,7781,6450
2000/10/9,-0.00232829,6343,6435
2000/10/11,-0.38283283,5777,5988
2000/10/12,-0.014805116,1488,5900
2000/10/13,-0.096921647,9062,5355
2000/10/16,0.140532968,6578,6163
2000/10/17,-0.111999049,4687,5510
2000/10/18,0.024559808,3094,5647
2000/10/19,-0.041213134,1633,5419
2000/10/20,-0.137387584,9086,5500
2000/10/21,0.018018506,6484,5600
2000/10/23,0.005520449,9111,5631
2000/10/24,0.006902071,8971,5670
2000/10/25,0.029541679,10886,5840
2000/10/26,0.003589441,7669,5861
2000/10/27,0.016750244,6700,5960
2000/10/30,-0.111359573,8535,5501
2000/10/31,0.017836704,6715,5600
2000/11/1,-0.130981643,9419,5645
2000/11/2,0.036266178,6892,5475
2000/11/3,0.107278062,8871,5800
2000/11/4,0.105173162,8650,5930
2000/11/6,-0.029955171,7629,5755
2000/11/7,0.006753857,6951,5794
2000/11/8,0.028247582,8310,5960
2000/11/9,0.016639319,10561,6060
2000/11/10,0.08730658,11481,6160
2000/11/13,-0.019672766,7020,6040
2000/11/14,-0.022604562,5988,5905
2000/11/15,0.023101128,2578,6043
2000/11/16,-0.080967069,3272,5573
2000/11/17,-0.052115263,7263,5290
2000/11/18,-0.001892148,9578,5280
2000/11/20,-0.080210149,7375,5053
2000/11/21,-0.066056924,7002,4730
2000/11/22,0.077274202,9702,5110
2000/11/23,-0.021761492,12896,5000
2000/11/24,0.049171044,9434,5252
2000/11/27,0.055008775,11318,5549
2000/11/28,-0.02740398,9851,5399
2000/11/29,-0.035633895,6808,5210
2000/11/30,-0.083006867,10183,5338
2000/12/1,-0.146151952,9217,5236
2000/12/2,0.064822459,10597,5401
2000/12/4,0.121360857,9165,5250
2000/12/5,0,7515,5250
2000/12/6,0.027800438,11687,5398
2000/12/7,-0.045091935,11206,5160
2000/12/8,0.019194447,9257,5260
2000/12/11,0.022286097,9282,5354
2000/12/12,-0.00355506,6389,5335
2000/12/13,0.008399489,8519,5380
2000/12/14,-0.002791998,6673,5365
2000/12/15,-0.021668299,6133,5250
2000/12/16,-0.011494379,5532,5190
2000/12/18,-0.005797118,4951,5160
2000/12/19,-0.019174917,3548,5062
2000/12/20,-0.076946229,2737,5001
2000/12/21,-0.048970144,1954,4762
2000/12/22,-0.006108497,4357,4733
2000/12/26,0.029971026,10453,4877
2000/12/27,-0.045944105,7223,4658
2000/12/28,-0.010792248,6420,4608
2000/12/29,0.040821995,11954,4800
2000/12/30,-0.031748698,9409,4650
2001/1/2,-0.21502905,10126,4702
2001/1/3,-0.20548545,14824,4822
2001/1/4,-0.12763914,11137,5149
2001/1/5,0.000194194,11684,5150
2001/1/8,0.026821531,12317,5290
2001/1/9,-0.013129291,12391,5221
2001/1/10,-0.336870458,14564,5380
2001/1/11,0.007776377,12587,5422
2001/1/12,-0.00684744,12990,5385
2001/1/15,-0.012144007,9240,5320
2001/1/16,0.019360247,6109,5424
2001/1/17,0.07115376,6858,5824
2001/1/18,0.001029689,2909,5830
2001/1/29,0.23068628,11801,5922
2001/1/30,0.161647542,8619,5668
2001/1/31,0.031605339,12512,5850
2001/2/1,0.125387635,11771,5940
2001/2/2,0.004210533,10269,5950
2001/2/5,0.027859794,10699,5969
2001/2/6,-0.014852594,8344,5881
2001/2/7,-0.014731339,12783,5795
2001/2/8,-0.020044244,8696,5680
2001/2/9,0.011900735,9623,5748
2001/2/12,-0.033379222,10982,5745
2001/2/13,0.022886657,8648,5878
2001/2/14,0.027187444,9951,6040
2001/2/15,-0.024978249,10090,5891
2001/2/16,0.04139898,12299,6140
2001/2/19,-0.035644055,11266,5925
2001/2/20,0.000839983,5479,5955
2001/2/21,-0.011824462,2906,5885
2001/2/22,-0.005794154,1913,5851
2001/2/23,-0.018282676,10047,5745
2001/2/26,0.000174049,7119,5746
2001/2/27,0.010215655,4901,5805
2001/3/1,-0.029483996,7503,5581
2001/3/2,-0.033016844,6112,5541
2001/3/5,-0.061243625,6384,5510
2001/3/6,0.025090922,6094,5650
2001/3/7,0.006878941,9225,5689
2001/3/8,0.010491441,8713,5749
2001/3/9,-0.017547388,5521,5649
2001/3/12,-0.014801714,5131,5499
2001/3/13,-0.003461157,4661,5480
2001/3/14,0.036901912,8597,5686
2001/3/15,-0.013812863,5461,5608
2001/3/16,0.025005705,8840,5750
2001/3/19,-0.004008021,5089,5727
2001/3/20,0.021072208,4032,5659
2001/3/21,-0.018548775,2164,5555
2001/3/22,0.013588623,1913,5631
2001/3/23,0.034729954,8533,5830
2001/3/26,0.000514447,7092,5833
2001/3/27,0.012945165,7244,5909
2001/3/28,-0.001524261,7309,5900
2001/3/29,-0.016060485,5935,5806
2001/3/30,0.008916383,5366,5858
2001/4/2,0.021351879,5774,5775
2001/4/3,0.013676657,5925,5595
2001/4/4,-0.003508452,7816,5406
2001/4/6,0.031858524,7103,5581
